,UMAP1,UMAP2
128,-0.27906868,-2.2665186
129,-0.40214378,-2.1503718
130,-0.31461608,-2.2123237
131,0.33793414,-2.424539
132,0.3256987,-2.411223
133,0.5836171,-2.5676348
134,0.8055641,-2.6910298
135,0.92347443,-2.7540972
136,1.0464665,-2.796669
137,1.1296043,-2.766562
138,1.1214174,-2.7518914
139,1.1651522,-2.7638
140,1.0680244,-2.7983785
141,0.99089706,-2.6953194
142,0.9983681,-2.935477
143,0.25393513,-5.4849286
144,0.21664906,-5.47434
145,0.252381,-5.4673834
146,0.2649607,-5.541152
147,0.29155695,-5.488757
148,0.23704594,-5.4929867
149,0.25654078,-5.4640064
150,0.24405472,-5.469114
151,0.28787768,-5.4526286
152,0.2315478,-5.4232445
153,0.26500848,-5.4437046
154,0.2277072,-5.4604087
155,0.23693757,-5.451075
156,0.18631504,-5.5131693
157,0.21563579,-5.468898
158,0.19640674,-5.5071206
159,0.21005914,-5.4975834
160,0.17494625,-5.5326343
161,0.20373665,-5.483207
162,0.2000539,-5.482554
163,0.21937558,-5.479647
164,0.21896386,-5.452402
165,0.21004978,-5.532479
166,0.20228113,-5.4830246
167,0.27419594,-5.558877
168,0.20142865,-5.514162
169,0.19850527,-5.515255
170,5.174311,-4.0176325
171,5.2238035,-4.018782
172,5.252869,-4.03289
173,5.2270527,-4.087868
174,5.135033,-4.0865893
175,5.2063646,-4.0620074
176,5.1072006,-4.1319594
177,5.0633397,-4.167443
178,4.868808,-4.2351856
179,4.926672,-4.205383
180,4.9742775,-4.1881013
181,4.5786085,-4.443381
182,5.030897,-4.182896
183,4.023883,-4.8010163
184,1.949511,-4.0421004
185,0.35745838,-2.9912777
186,1.4615426,-3.5661178
187,0.40431854,-2.9468567
188,0.60552436,-3.1598642
189,0.36064902,-3.0994499
190,-0.032327745,-2.9220612
191,0.46184966,-2.9950018
192,-0.34897378,-2.4944794
193,-0.32761472,-2.393011
194,-0.19736779,-2.2505572
195,-0.6777411,-2.084278
196,-0.8168102,-1.9272124
197,-0.76277083,-1.9786853
198,-0.5206826,-2.1751676
199,-0.2624818,-3.0815299
200,-0.45981637,-2.1760128
201,-0.13452868,-2.35534
202,-0.6826971,-2.3131397
203,0.4866549,-2.944559
204,-0.62284595,-2.0843153
205,0.30085894,-2.2371855
206,-0.8569895,-2.0482697
207,-0.5178677,-2.4407551
208,-0.82620233,-2.0752656
209,-0.39788595,-2.5143006
210,-0.386377,-2.8676023
211,-0.091532275,-3.027954
212,-0.25527203,-2.9601467
213,0.4746349,-3.1446354
214,0.40272185,-3.1128056
215,0.48259428,-3.1255922
216,0.74497366,-3.2568944
217,0.6557696,-3.224253
218,0.83332765,-3.3114026
219,2.0195353,-4.1353207
220,3.1058674,-3.8277261
221,2.2698727,-3.8798594
222,3.8310466,-3.9056141
223,4.115079,-3.975413
224,3.9702148,-3.9406834
225,3.9966824,-4.0270653
226,3.7145991,-3.9137676
227,3.4010775,-3.90693
228,3.4385645,-5.176122
229,3.3864892,-5.1030993
230,3.2321267,-5.136474
231,3.2121267,-5.08757
232,3.1908736,-5.091524
233,3.1567729,-5.1542935
234,3.3249047,-5.086407
235,3.4223185,-5.0598474
236,3.0733702,-5.1446986
237,3.1514971,-5.1265154
238,3.0075374,-5.1804185
239,3.2558894,-5.126914
240,3.2204905,-5.0776324
241,3.3993764,-5.1098647
242,3.7702398,-5.0394793
243,3.7435076,-5.033375
244,3.7672658,-5.0088825
245,3.7779517,-5.0162807
246,3.6412146,-5.0678387
247,3.4537158,-5.0793424
248,3.7656093,-5.0246325
249,3.7391,-4.9953365
250,3.7617993,-5.005489
251,3.4528213,-4.946085
252,3.7097056,-4.9731054
253,3.7671566,-5.02242
254,3.7494495,-4.9867606
255,-0.3524216,-7.2548733
256,-0.35447678,-7.243745
257,-0.34464547,-7.2766967
258,-0.35720578,-7.276273
259,-0.35680592,-7.282632
260,-0.3682732,-7.267351
261,-0.37776586,-7.2614408
262,-0.39193794,-7.3060126
263,-0.4111423,-7.321935
264,-0.43968403,-7.359578
265,-0.45501846,-7.383336
266,-0.44693843,-7.361203
267,-0.48716864,-7.412317
268,-0.42703643,-7.3698664
269,-0.46408153,-7.395288
270,-0.45322293,-7.3997717
271,-0.42321756,-7.345928
272,-0.46861145,-7.4021006
273,-0.4611484,-7.392042
274,-0.46079388,-7.383076
275,-0.43718666,-7.370062
276,-0.49141565,-7.4272656
277,-0.6165892,-7.568695
278,-0.61599684,-7.580642
279,-0.62004155,-7.5817556
280,-0.6140156,-7.5826964
281,-0.62128663,-7.5740714
282,-0.6214269,-7.580689
283,-0.61017925,-7.59595
284,-0.627113,-7.5856876
285,-0.6188339,-7.593822
286,-0.64847046,-7.5851173
287,-0.6213844,-7.583875
288,-0.64379317,-7.591853
289,-0.6435768,-7.585516
290,-0.6719644,-7.6146116
291,-0.67461675,-7.61318
292,-0.65713537,-7.6017056
293,-0.6367977,-7.574527
294,-0.6347394,-7.5601187
295,-0.6311015,-7.55479
